# k j freq[thz] 1/tau_3ph[tHz] 1/tau_iso[thz]
6.07000000e+02 5.00000000e+00 2.38587065e+00 2.65021414e-01 8.89790607e-03
6.07000000e+02 6.00000000e+00 2.39138382e+00 2.44531661e-01 1.34323326e-02
6.08000000e+02 1.00000000e+00 1.45981316e+00 8.22449584e-02 1.09809831e-03
6.08000000e+02 2.00000000e+00 1.52701154e+00 1.77130033e-01 1.54636803e-03
6.08000000e+02 3.00000000e+00 1.96991824e+00 2.10865921e-01 2.46559200e-03
6.08000000e+02 4.00000000e+00 2.09703005e+00 1.88208723e-01 3.77849786e-03
6.08000000e+02 5.00000000e+00 2.34812983e+00 2.90445223e-01 7.45310382e-03
6.08000000e+02 6.00000000e+00 2.40744068e+00 1.78485055e-01 1.03548828e-02
6.09000000e+02 1.00000000e+00 1.38100984e+00 6.19344610e-02 1.04298682e-03
6.09000000e+02 2.00000000e+00 1.59562793e+00 1.82581705e-01 2.10755501e-03
6.09000000e+02 3.00000000e+00 1.88940910e+00 2.27088992e-01 3.20424074e-03
6.09000000e+02 4.00000000e+00 2.21061225e+00 2.03487366e-01 4.99537948e-03
6.09000000e+02 5.00000000e+00 2.30171004e+00 2.51051277e-01 9.24676403e-03
6.09000000e+02 6.00000000e+00 2.42357849e+00 2.22854634e-01 6.15177574e-03
6.10000000e+02 1.00000000e+00 1.30225148e+00 4.90179259e-02 8.67089185e-04
6.10000000e+02 2.00000000e+00 1.65332590e+00 1.82637727e-01 2.75826018e-03
6.10000000e+02 3.00000000e+00 1.81437716e+00 2.45099841e-01 4.60737687e-03
6.10000000e+02 4.00000000e+00 2.24682112e+00 2.24757487e-01 5.62647123e-03
6.10000000e+02 5.00000000e+00 2.30707632e+00 1.63505827e-01 9.51562986e-03
6.10000000e+02 6.00000000e+00 2.44833231e+00 3.50077542e-01 2.64245811e-03
6.11000000e+02 1.00000000e+00 1.22523491e+00 3.67453875e-02 7.21547894e-04
6.11000000e+02 2.00000000e+00 1.65656965e+00 2.08488397e-01 2.81908962e-03
6.11000000e+02 3.00000000e+00 1.78883788e+00 2.16922092e-01 1.84889591e-03
6.11000000e+02 4.00000000e+00 2.18798994e+00 1.97047829e-01 4.53906259e-03
6.11000000e+02 5.00000000e+00 2.35262072e+00 1.15615090e-01 7.70893686e-03
6.11000000e+02 6.00000000e+00 2.51004150e+00 4.82425248e-01 1.71668284e-03
6.12000000e+02 1.00000000e+00 1.15230152e+00 3.18597153e-02 5.99702312e-04
6.12000000e+02 2.00000000e+00 1.58500330e+00 2.30462007e-01 1.95776151e-03
6.12000000e+02 3.00000000e+00 1.83320110e+00 1.87344504e-01 4.51747810e-03
6.12000000e+02 4.00000000e+00 2.12259331e+00 1.65553869e-01 3.83257966e-03
6.12000000e+02 5.00000000e+00 2.35592143e+00 1.17096019e-01 7.66070565e-03
6.12000000e+02 6.00000000e+00 2.60247037e+00 5.81777563e-01 1.57132614e-03
6.13000000e+02 1.00000000e+00 9.76413550e-01 3.51785664e-02 3.11498153e-04
6.13000000e+02 2.00000000e+00 1.15329383e+00 1.96012709e-01 6.00432552e-04
6.13000000e+02 3.00000000e+00 2.04057022e+00 1.46813343e-01 2.68829331e-03
6.13000000e+02 4.00000000e+00 2.17752420e+00 1.51893504e-01 4.65025973e-03
6.13000000e+02 5.00000000e+00 2.33993352e+00 1.21376900e-01 8.01950504e-03
6.13000000e+02 6.00000000e+00 2.51816286e+00 2.49168400e-01 1.71281982e-03
6.14000000e+02 1.00000000e+00 1.03809276e+00 4.23008266e-02 4.39878407e-04
6.14000000e+02 2.00000000e+00 1.25773237e+00 1.87170930e-01 7.77444232e-04
6.14000000e+02 3.00000000e+00 1.96526547e+00 1.46876524e-01 2.30217284e-03
6.14000000e+02 4.00000000e+00 2.22831796e+00 1.66341746e-01 5.40962006e-03
6.14000000e+02 5.00000000e+00 2.33789793e+00 1.16443580e-01 8.28622389e-03
6.14000000e+02 6.00000000e+00 2.48171115e+00 2.45458406e-01 2.02407858e-03
6.15000000e+02 1.00000000e+00 1.10658623e+00 6.57613521e-02 5.30104967e-04
6.15000000e+02 2.00000000e+00 1.37129358e+00 1.87232959e-01 1.01509170e-03
6.15000000e+02 3.00000000e+00 1.88606642e+00 1.39338255e-01 2.76553501e-03
6.15000000e+02 4.00000000e+00 2.27392232e+00 1.63853842e-01 7.11555411e-03
6.15000000e+02 5.00000000e+00 2.31745811e+00 1.31529797e-01 9.17278752e-03
6.15000000e+02 6.00000000e+00 2.45697831e+00 2.47825947e-01 2.44935595e-03
6.16000000e+02 1.00000000e+00 1.17853631e+00 9.04461710e-02 6.40124195e-04
6.16000000e+02 2.00000000e+00 1.49037096e+00 1.51636691e-01 1.22573473e-03
6.16000000e+02 3.00000000e+00 1.80837233e+00 1.29531498e-01 2.76165882e-03
6.16000000e+02 4.00000000e+00 2.27580202e+00 1.63124154e-01 7.36633028e-03
6.16000000e+02 5.00000000e+00 2.31568035e+00 1.48265662e-01 9.15416367e-03
6.16000000e+02 6.00000000e+00 2.44088248e+00 2.61259637e-01 2.81557140e-03
6.17000000e+02 1.00000000e+00 1.25156864e+00 1.15296369e-01 7.67173151e-04
6.17000000e+02 2.00000000e+00 1.60547910e+00 1.48791589e-01 2.08599033e-03
6.17000000e+02 3.00000000e+00 1.74119194e+00 1.15139324e-01 1.08271554e-03
6.17000000e+02 4.00000000e+00 2.22480740e+00 1.77621786e-01 5.39632876e-03
6.17000000e+02 5.00000000e+00 2.34647798e+00 1.42947404e-01 7.83826479e-03
6.17000000e+02 6.00000000e+00 2.42678626e+00 2.81958597e-01 5.57123402e-03
6.18000000e+02 1.00000000e+00 1.32423822e+00 1.37883679e-01 9.10752996e-04
6.18000000e+02 2.00000000e+00 1.62890484e+00 1.04427409e-01 1.88623980e-03
6.18000000e+02 3.00000000e+00 1.77070346e+00 1.32633911e-01 1.39799712e-03
6.18000000e+02 4.00000000e+00 2.16479503e+00 1.86847435e-01 4.36117517e-03
6.18000000e+02 5.00000000e+00 2.36987075e+00 1.40256782e-01 9.89742626e-03
6.18000000e+02 6.00000000e+00 2.41021676e+00 3.10421148e-01 9.63210849e-03
6.19000000e+02 1.00000000e+00 1.39583155e+00 1.54374352e-01 1.09030892e-03
6.19000000e+02 2.00000000e+00 1.56501617e+00 7.56275193e-02 1.70303009e-03
6.19000000e+02 3.00000000e+00 1.89036844e+00 1.48117647e-01 2.80547439e-03
6.19000000e+02 4.00000000e+00 2.09876285e+00 1.94763586e-01 3.97442739e-03
6.19000000e+02 5.00000000e+00 2.38306460e+00 2.26479534e-01 1.06333790e-02
6.19000000e+02 6.00000000e+00 2.39129389e+00 2.46087819e-01 1.28869518e-02
6.20000000e+02 1.00000000e+00 1.46600387e+00 1.70228702e-01 9.89515357e-04
6.20000000e+02 2.00000000e+00 1.49463400e+00 5.39531471e-02 1.23053179e-03
6.20000000e+02 3.00000000e+00 2.01065698e+00 1.79949650e-01 2.17416861e-03
6.20000000e+02 4.00000000e+00 2.03488916e+00 1.90594541e-01 3.11606350e-03
6.20000000e+02 5.00000000e+00 2.36079605e+00 2.97439345e-01 7.89204674e-03
6.20000000e+02 6.00000000e+00 2.39445369e+00 1.19535009e-01 1.30886993e-02
6.21000000e+02 1.00000000e+00 1.42395204e+00 3.64504547e-02 1.27599831e-03
6.21000000e+02 2.00000000e+00 1.53451833e+00 1.79380885e-01 1.57299547e-03
6.21000000e+02 3.00000000e+00 1.95208062e+00 2.16953153e-01 2.56027323e-03
6.21000000e+02 4.00000000e+00 2.14603705e+00 2.06917672e-01 3.95580853e-03
6.21000000e+02 5.00000000e+00 2.32800779e+00 2.55881435e-01 9.18774828e-03
6.21000000e+02 6.00000000e+00 2.39464256e+00 1.15777859e-01 1.32006438e-02
6.22000000e+02 1.00000000e+00 1.35446925e+00 2.56963717e-02 9.80467762e-04
6.22000000e+02 2.00000000e+00 1.59978904e+00 1.84595164e-01 2.14445527e-03
6.22000000e+02 3.00000000e+00 1.87698572e+00 2.36311648e-01 3.30745368e-03
6.22000000e+02 4.00000000e+00 2.26506347e+00 2.85384870e-01 5.50475771e-03
6.22000000e+02 5.00000000e+00 2.29373258e+00 2.01592175e-01 1.00686428e-02
6.22000000e+02 6.00000000e+00 2.38775934e+00 1.23942768e-01 1.02710075e-02
6.23000000e+02 1.00000000e+00 1.28756767e+00 2.67027688e-02 8.38687968e-04
6.23000000e+02 2.00000000e+00 1.65423427e+00 1.83408837e-01 2.78420458e-03
6.23000000e+02 3.00000000e+00 1.80871709e+00 2.42970263e-01 3.05338000e-03
6.23000000e+02 4.00000000e+00 2.24023769e+00 2.19911200e-01 5.46783133e-03
6.23000000e+02 5.00000000e+00 2.37171447e+00 8.93423510e-02 1.09977015e-02
6.23000000e+02 6.00000000e+00 2.39547598e+00 3.62868402e-01 1.36560512e-02
6.24000000e+02 1.00000000e+00 1.02037505e+00 3.52250351e-02 4.15677962e-04
6.24000000e+02 2.00000000e+00 1.19043206e+00 1.81908144e-01 6.59561570e-04
6.24000000e+02 3.00000000e+00 1.97462198e+00 1.22795664e-01 2.37409716e-03
6.24000000e+02 4.00000000e+00 2.26795946e+00 1.78305562e-01 6.66348319e-03
6.24000000e+02 5.00000000e+00 2.34520986e+00 9.93038798e-02 7.27865771e-03
6.24000000e+02 6.00000000e+00 2.42309282e+00 1.90620699e-01 6.42596547e-03
6.25000000e+02 1.00000000e+00 1.07697878e+00 4.21757633e-02 4.89993188e-04
6.25000000e+02 2.00000000e+00 1.29104825e+00 1.73269085e-01 8.43809644e-04
6.25000000e+02 3.00000000e+00 1.89402890e+00 1.12714284e-01 2.70411352e-03
6.25000000e+02 4.00000000e+00 2.30658766e+00 1.55681519e-01 8.97279729e-03
6.25000000e+02 5.00000000e+00 2.33832364e+00 1.06499789e-01 8.27361427e-03
6.25000000e+02 6.00000000e+00 2.40282089e+00 1.80805997e-01 1.21827228e-02
6.26000000e+02 1.00000000e+00 1.13944644e+00 6.37763237e-02 5.79538498e-04
6.26000000e+02 2.00000000e+00 1.40226209e+00 1.77505760e-01 1.10011393e-03
6.26000000e+02 3.00000000e+00 1.81572023e+00 1.01702500e-01 4.58595000e-03
6.26000000e+02 4.00000000e+00 2.30212975e+00 1.47855722e-01 8.93201054e-03
6.26000000e+02 5.00000000e+00 2.34202307e+00 1.36585153e-01 7.98368525e-03
6.26000000e+02 6.00000000e+00 2.39971504e+00 1.64132731e-01 1.33012194e-02
6.27000000e+02 1.00000000e+00 1.20500195e+00 8.91567554e-02 6.84046691e-04
6.27000000e+02 2.00000000e+00 1.52003538e+00 1.39545723e-01 1.47552482e-03
6.27000000e+02 3.00000000e+00 1.74296970e+00 8.67227474e-02 1.06894051e-03
6.27000000e+02 4.00000000e+00 2.25662132e+00 1.66009546e-01 6.30501813e-03
6.27000000e+02 5.00000000e+00 2.36640216e+00 1.29058070e-01 8.75359139e-03
6.27000000e+02 6.00000000e+00 2.39943324e+00 1.79035963e-01 1.34642295e-02
6.28000000e+02 1.00000000e+00 1.27181060e+00 1.16761594e-01 8.06072228e-04
6.28000000e+02 2.00000000e+00 1.62360752e+00 1.20181185e-01 1.98098757e-03
6.28000000e+02 3.00000000e+00 1.69426549e+00 8.83493687e-02 7.31935763e-04
6.28000000e+02 4.00000000e+00 2.20366906e+00 1.77654604e-01 4.96577944e-03
6.28000000e+02 5.00000000e+00 2.38295667e+00 1.33209182e-01 1.11851412e-02
6.28000000e+02 6.00000000e+00 2.39619848e+00 1.93863071e-01 1.43444706e-02
6.29000000e+02 1.00000000e+00 1.33882311e+00 1.38243751e-01 9.42260980e-04
6.29000000e+02 2.00000000e+00 1.59281288e+00 5.26288090e-02 1.95217279e-03
6.29000000e+02 3.00000000e+00 1.78668237e+00 1.21761153e-01 1.52334291e-03
6.29000000e+02 4.00000000e+00 2.14551241e+00 1.85642760e-01 4.17647493e-03
6.29000000e+02 5.00000000e+00 2.38359523e+00 2.40724291e-01 1.05193649e-02
6.29000000e+02 6.00000000e+00 2.39617750e+00 1.16950584e-01 1.43329757e-02
6.30000000e+02 1.00000000e+00 1.40554481e+00 1.56147528e-01 1.13908893e-03
6.30000000e+02 2.00000000e+00 1.53159236e+00 3.35552454e-02 1.56031997e-03
6.30000000e+02 3.00000000e+00 1.91264898e+00 1.42475715e-01 2.67838784e-03
6.30000000e+02 4.00000000e+00 2.08353341e+00 1.88563261e-01 4.01107260e-03
6.30000000e+02 5.00000000e+00 2.36946003e+00 2.92797475e-01 1.00547877e-02
6.30000000e+02 6.00000000e+00 2.39814114e+00 9.94906081e-02 1.40983838e-02
6.31000000e+02 1.00000000e+00 1.47032687e+00 3.38827994e-02 9.53608830e-04
6.31000000e+02 2.00000000e+00 1.47186780e+00 1.60717959e-01 9.54902164e-04
6.31000000e+02 3.00000000e+00 2.00801581e+00 2.01035736e-01 2.20349068e-03
6.31000000e+02 4.00000000e+00 2.04919224e+00 1.74701784e-01 3.61776815e-03
6.31000000e+02 5.00000000e+00 2.34875340e+00 2.75286436e-01 7.68785059e-03
6.31000000e+02 6.00000000e+00 2.39455562e+00 9.24171711e-02 1.30873144e-02
6.32000000e+02 1.00000000e+00 1.41105199e+00 1.88949122e-02 1.17928205e-03
6.32000000e+02 2.00000000e+00 1.53698862e+00 1.78868478e-01 1.57895946e-03
6.32000000e+02 3.00000000e+00 1.94572803e+00 2.25272411e-01 2.66080491e-03
6.32000000e+02 4.00000000e+00 2.16525971e+00 2.21562458e-01 4.17015675e-03
6.32000000e+02 5.00000000e+00 2.32215585e+00 2.43798973e-01 9.46432447e-03
6.32000000e+02 6.00000000e+00 2.38708780e+00 8.97029934e-02 9.80345463e-03
6.33000000e+02 1.00000000e+00 1.05491708e+00 3.47746257e-02 4.61456097e-04
6.33000000e+02 2.00000000e+00 1.22012946e+00 1.66214563e-01 7.10559343e-04
6.33000000e+02 3.00000000e+00 1.88957099e+00 8.45301392e-02 2.68803705e-03
6.33000000e+02 4.00000000e+00 2.33587434e+00 1.46565458e-01 8.43004680e-03
6.33000000e+02 5.00000000e+00 2.34947590e+00 7.84763041e-02 7.72613372e-03
6.33000000e+02 6.00000000e+00 2.36668996e+00 1.58332317e-01 9.41070033e-03
6.34000000e+02 1.00000000e+00 1.10635240e+00 4.17318727e-02 5.30338948e-04
6.34000000e+02 2.00000000e+00 1.31693829e+00 1.68203769e-01 8.96819020e-04
6.34000000e+02 3.00000000e+00 1.81572023e+00 7.52021057e-02 4.38404635e-03
6.34000000e+02 4.00000000e+00 2.32160724e+00 1.33955961e-01 8.94139762e-03
6.34000000e+02 5.00000000e+00 2.36200121e+00 1.04329029e-01 7.72683786e-03
6.34000000e+02 6.00000000e+00 2.37372308e+00 1.30636474e-01 1.30257933e-02
6.35000000e+02 1.00000000e+00 1.16295612e+00 6.32847307e-02 6.16299424e-04
6.35000000e+02 2.00000000e+00 1.42574180e+00 1.52827383e-01 1.23137193e-03
6.35000000e+02 3.00000000e+00 1.74756551e+00 6.21179745e-02 1.11353507e-03
6.35000000e+02 4.00000000e+00 2.28254134e+00 1.42673095e-01 8.61260697e-03
6.35000000e+02 5.00000000e+00 2.37425071e+00 1.06968460e-01 1.28610462e-02
6.35000000e+02 6.00000000e+00 2.38981291e+00 1.18870163e-01 1.20325685e-02
6.36000000e+02 1.00000000e+00 1.22258176e+00 8.84517407e-02 7.15349480e-04
6.36000000e+02 2.00000000e+00 1.54230693e+00 1.37898700e-01 1.53417113e-03
6.36000000e+02 3.00000000e+00 1.68641694e+00 4.75176766e-02 6.69056653e-04
6.36000000e+02 4.00000000e+00 2.23789332e+00 1.55054385e-01 5.70000287e-03
6.36000000e+02 5.00000000e+00 2.37964097e+00 1.38551170e-01 1.56905541e-02
6.36000000e+02 6.00000000e+00 2.40154377e+00 1.05366195e-01 1.25359486e-02
6.37000000e+02 1.00000000e+00 1.28386823e+00 1.14124766e-01 8.29390524e-04
6.37000000e+02 2.00000000e+00 1.61789948e+00 4.76630792e-02 1.94870854e-03
6.37000000e+02 3.00000000e+00 1.67685058e+00 1.13392055e-01 1.28973713e-03
6.37000000e+02 4.00000000e+00 2.18850558e+00 1.61165549e-01 4.74566834e-03
6.37000000e+02 5.00000000e+00 2.37959001e+00 1.74733837e-01 1.58545287e-02
6.37000000e+02 6.00000000e+00 2.40701198e+00 9.60043010e-02 1.05059235e-02
6.38000000e+02 1.00000000e+00 1.34605709e+00 1.37853836e-01 9.58512967e-04
6.38000000e+02 2.00000000e+00 1.56999871e+00 2.29311515e-02 1.75807288e-03
6.38000000e+02 3.00000000e+00 1.79673440e+00 1.21197578e-01 1.75389724e-03
6.38000000e+02 4.00000000e+00 2.13498072e+00 1.71575440e-01 4.10911486e-03
6.38000000e+02 5.00000000e+00 2.37440660e+00 2.22490199e-01 1.33449519e-02
6.38000000e+02 6.00000000e+00 2.40652632e+00 9.07144671e-02 1.05805902e-02
6.39000000e+02 1.00000000e+00 1.40876158e+00 1.56607996e-01 1.15953030e-03
6.39000000e+02 2.00000000e+00 1.51937883e+00 1.82413846e-02 1.51107755e-03
6.39000000e+02 3.00000000e+00 1.92023072e+00 1.45150100e-01 2.51698189e-03
6.39000000e+02 4.00000000e+00 2.07840997e+00 1.82330697e-01 4.06571988e-03
6.39000000e+02 5.00000000e+00 2.36415671e+00 2.81915673e-01 8.43847157e-03
6.39000000e+02 6.00000000e+00 2.40135790e+00 8.83727918e-02 1.23775971e-02
6.40000000e+02 1.00000000e+00 1.07977883e+00 3.44370405e-02 4.93674446e-04
6.40000000e+02 2.00000000e+00 1.24182540e+00 1.61445258e-01 7.50483115e-04
6.40000000e+02 3.00000000e+00 1.80708322e+00 5.41503539e-02 2.32544342e-03
6.40000000e+02 4.00000000e+00 2.32889818e+00 1.32010064e-01 9.01217758e-03
6.40000000e+02 5.00000000e+00 2.35260573e+00 6.43985497e-02 7.70626181e-03
6.40000000e+02 6.00000000e+00 2.39167762e+00 1.22990035e-01 1.21520395e-02
6.41000000e+02 1.00000000e+00 1.12601276e+00 4.17082011e-02 5.60262838e-04
6.41000000e+02 2.00000000e+00 1.33483887e+00 1.71177186e-01 9.35114329e-04
6.41000000e+02 3.00000000e+00 1.74916341e+00 4.28436165e-02 1.14297637e-03
6.41000000e+02 4.00000000e+00 2.30203082e+00 1.35430337e-01 9.11739516e-03
6.41000000e+02 5.00000000e+00 2.36085600e+00 7.26670252e-02 7.94823047e-03
6.41000000e+02 6.00000000e+00 2.40665223e+00 1.06166354e-01 1.06600336e-02
6.42000000e+02 1.00000000e+00 1.17705534e+00 6.26896361e-02 6.38377631e-04
6.42000000e+02 2.00000000e+00 1.44089329e+00 1.35071797e-01 1.41343488e-03
6.42000000e+02 3.00000000e+00 1.69780904e+00 3.23187403e-02 7.16832360e-04
6.42000000e+02 4.00000000e+00 2.26735088e+00 1.39359420e-01 6.79453809e-03
6.42000000e+02 5.00000000e+00 2.36883647e+00 8.96209928e-02 9.80432882e-03
6.42000000e+02 6.00000000e+00 2.41507339e+00 9.51194224e-02 7.98632901e-03
6.43000000e+02 1.00000000e+00 1.23133868e+00 8.79778296e-02 7.32062453e-04
6.43000000e+02 2.00000000e+00 1.55591448e+00 1.32681425e-01 1.55865507e-03
6.43000000e+02 3.00000000e+00 1.65205478e+00 2.52171830e-02 2.06087590e-03
6.43000000e+02 4.00000000e+00 2.22750552e+00 1.49265093e-01 5.49150551e-03
6.43000000e+02 5.00000000e+00 2.37393893e+00 1.25612834e-01 1.27364929e-02
6.43000000e+02 6.00000000e+00 2.41718392e+00 8.83962272e-02 7.47093921e-03
6.44000000e+02 1.00000000e+00 1.28787046e+00 1.14197489e-01 8.37332471e-04
6.44000000e+02 2.00000000e+00 1.60966419e+00 2.07932630e-02 1.97048347e-03
6.44000000e+02 3.00000000e+00 1.67627797e+00 1.19952403e-01 1.54173198e-03
6.44000000e+02 4.00000000e+00 2.18319327e+00 1.54888914e-01 4.68190466e-03
6.44000000e+02 5.00000000e+00 2.37583361e+00 1.62965981e-01 1.46709506e-02
6.44000000e+02 6.00000000e+00 2.41382325e+00 8.70253853e-02 8.16466162e-03
6.45000000e+02 1.00000000e+00 1.09476843e+00 3.35171189e-02 5.13849313e-04
6.45000000e+02 2.00000000e+00 1.25511818e+00 1.61472370e-01 7.74687183e-04
6.45000000e+02 3.00000000e+00 1.74826103e+00 3.04229706e-02 1.11322037e-03
6.45000000e+02 4.00000000e+00 2.31422336e+00 1.20645308e-01 9.18267031e-03
6.45000000e+02 5.00000000e+00 2.35451241e+00 5.79250103e-02 7.70427613e-03
6.45000000e+02 6.00000000e+00 2.42089235e+00 9.85823853e-02 6.69373818e-03
6.46000000e+02 1.00000000e+00 1.13586392e+00 4.15141023e-02 5.74856884e-04
6.46000000e+02 2.00000000e+00 1.34410544e+00 1.76514405e-01 9.55757488e-04
6.46000000e+02 3.00000000e+00 1.71113779e+00 2.48191922e-02 7.77007291e-04
6.46000000e+02 4.00000000e+00 2.29170298e+00 1.29286995e-01 8.86584610e-03
6.46000000e+02 5.00000000e+00 2.36038833e+00 6.53270271e-02 7.86601956e-03
6.46000000e+02 6.00000000e+00 2.42531728e+00 8.91257654e-02 5.90958778e-03
6.47000000e+02 1.00000000e+00 1.18175308e+00 6.21635398e-02 6.46190643e-04
6.47000000e+02 2.00000000e+00 1.44627156e+00 1.35079643e-01 1.43130112e-03
6.47000000e+02 3.00000000e+00 1.67950074e+00 2.21969670e-02 9.75426331e-04
6.47000000e+02 4.00000000e+00 2.26214049e+00 1.36945218e-01 6.56118904e-03
6.47000000e+02 5.00000000e+00 2.36741246e+00 8.57353521e-02 9.34789327e-03
6.47000000e+02 6.00000000e+00 2.42378834e+00 8.66656267e-02 6.11940895e-03
6.48000000e+02 1.00000000e+00 1.09977796e+00 3.30920920e-02 5.20788473e-04
6.48000000e+02 2.00000000e+00 1.25961506e+00 1.68675593e-01 7.83763889e-04
6.48000000e+02 3.00000000e+00 1.72704175e+00 2.28021051e-02 8.76902286e-04
6.48000000e+02 4.00000000e+00 2.30982241e+00 1.16439106e-01 9.19013964e-03
6.48000000e+02 5.00000000e+00 2.35515396e+00 5.59647198e-02 7.77989374e-03
6.48000000e+02 6.00000000e+00 2.43070154e+00 8.88399282e-02 4.92911862e-03
6.49000000e+02 1.00000000e+00 9.31978380e-01 3.12850001e-02 2.30120861e-04
6.49000000e+02 2.00000000e+00 1.22933007e+00 2.69753364e-01 7.25978994e-04
6.49000000e+02 3.00000000e+00 1.92995597e+00 1.09614147e-01 2.50001188e-03
6.49000000e+02 4.00000000e+00 2.03880745e+00 1.67901301e-01 3.19270842e-03
6.49000000e+02 5.00000000e+00 2.33315822e+00 1.47812668e-01 8.82697297e-03
6.49000000e+02 6.00000000e+00 2.80122347e+00 7.64835904e-01 1.23042157e-03
6.50000000e+02 1.00000000e+00 1.00750198e+00 3.95845209e-02 4.02363433e-04
6.50000000e+02 2.00000000e+00 1.33905694e+00 2.41638113e-01 9.39614872e-04
6.50000000e+02 3.00000000e+00 1.96278019e+00 1.50787033e-01 2.20448676e-03
6.50000000e+02 4.00000000e+00 2.02937299e+00 1.43071341e-01 3.04460483e-03
6.50000000e+02 5.00000000e+00 2.33446831e+00 1.45727559e-01 8.89838496e-03
6.50000000e+02 6.00000000e+00 2.73153082e+00 6.77947717e-01 1.30781926e-03
6.51000000e+02 1.00000000e+00 1.09064929e+00 6.86031036e-02 5.07307188e-04
6.51000000e+02 2.00000000e+00 1.44995000e+00 2.18520485e-01 1.34381455e-03
6.51000000e+02 3.00000000e+00 1.90665014e+00 1.67264078e-01 2.82390832e-03
6.51000000e+02 4.00000000e+00 2.09990206e+00 1.49383271e-01 3.78704810e-03
6.51000000e+02 5.00000000e+00 2.32238969e+00 1.40757444e-01 9.10221247e-03
6.51000000e+02 6.00000000e+00 2.66401767e+00 6.42343268e-01 1.41007123e-03
6.52000000e+02 1.00000000e+00 1.17752602e+00 8.50108814e-02 6.38555462e-04
6.52000000e+02 2.00000000e+00 1.55812695e+00 2.09353057e-01 1.60628040e-03
6.52000000e+02 3.00000000e+00 1.84316618e+00 1.79793705e-01 3.50217517e-03
6.52000000e+02 4.00000000e+00 2.17110266e+00 1.72443822e-01 4.32488134e-03
6.52000000e+02 5.00000000e+00 2.29374457e+00 1.50480031e-01 8.86068057e-03
6.52000000e+02 6.00000000e+00 2.60121724e+00 6.22107202e-01 1.57137949e-03
6.53000000e+02 1.00000000e+00 1.26514323e+00 1.09416014e-01 7.93218318e-04
6.53000000e+02 2.00000000e+00 1.64936265e+00 1.96426993e-01 2.55343131e-03
6.53000000e+02 3.00000000e+00 1.79153900e+00 2.08475792e-01 2.10106244e-03
6.53000000e+02 4.00000000e+00 2.23456263e+00 2.05283589e-01 5.20195905e-03
6.53000000e+02 5.00000000e+00 2.24873080e+00 1.61586913e-01 6.38150918e-03
6.53000000e+02 6.00000000e+00 2.54515613e+00 5.81017012e-01 1.63510372e-03
6.54000000e+02 1.00000000e+00 1.35143535e+00 1.34631722e-01 9.70692066e-04
6.54000000e+02 2.00000000e+00 1.65401242e+00 1.75588309e-01 2.55938293e-03
6.54000000e+02 3.00000000e+00 1.82136831e+00 2.16012581e-01 5.34095201e-03
6.54000000e+02 4.00000000e+00 2.17984459e+00 1.86786010e-01 4.54222843e-03
6.54000000e+02 5.00000000e+00 2.29783373e+00 2.18386864e-01 9.00214215e-03
6.54000000e+02 6.00000000e+00 2.49534869e+00 4.59280216e-01 1.79149905e-03
6.55000000e+02 1.00000000e+00 1.43512529e+00 1.45090079e-01 1.33609714e-03
6.55000000e+02 2.00000000e+00 1.59092719e+00 1.69905634e-01 1.96173897e-03
6.55000000e+02 3.00000000e+00 1.91285284e+00 2.03804209e-01 3.00605255e-03
6.55000000e+02 4.00000000e+00 2.09961126e+00 1.92135509e-01 3.90871040e-03
6.55000000e+02 5.00000000e+00 2.35216803e+00 2.52318810e-01 7.64833029e-03
6.55000000e+02 6.00000000e+00 2.44881198e+00 3.67406624e-01 2.55541829e-03
6.56000000e+02 1.00000000e+00 1.51422241e+00 1.54540158e-01 1.48604189e-03
6.56000000e+02 2.00000000e+00 1.51661775e+00 1.70156289e-01 1.49130521e-03
6.56000000e+02 3.00000000e+00 2.00639394e+00 2.13550186e-01 2.69501833e-03
6.56000000e+02 4.00000000e+00 2.01162830e+00 1.89542558e-01 2.41702300e-03
6.56000000e+02 5.00000000e+00 2.40013175e+00 2.57478462e-01 1.54219785e-02
6.56000000e+02 6.00000000e+00 2.40379521e+00 3.44887049e-01 9.00630828e-03
6.57000000e+02 1.00000000e+00 9.93978364e-01 3.26157860e-02 3.77387672e-04
6.57000000e+02 2.00000000e+00 1.27488347e+00 2.36696475e-01 8.10650571e-04
6.57000000e+02 3.00000000e+00 1.99046599e+00 1.53794810e-01 2.36295928e-03
6.57000000e+02 4.00000000e+00 2.07884467e+00 1.44727435e-01 3.95111027e-03
6.57000000e+02 5.00000000e+00 2.34012839e+00 1.37207902e-01 7.95757986e-03
6.57000000e+02 6.00000000e+00 2.66243177e+00 4.77493351e-01 1.41550316e-03
6.58000000e+02 1.00000000e+00 1.06502907e+00 3.99247817e-02 4.73872206e-04
6.58000000e+02 2.00000000e+00 1.38248181e+00 2.16114817e-01 1.03950541e-03
6.58000000e+02 3.00000000e+00 1.92881376e+00 1.64002447e-01 2.65505359e-03
6.58000000e+02 4.00000000e+00 2.14131832e+00 1.47859439e-01 4.05621752e-03
6.58000000e+02 5.00000000e+00 2.34013138e+00 1.27736434e-01 7.95319522e-03
6.58000000e+02 6.00000000e+00 2.59781160e+00 4.45087348e-01 1.57053400e-03
6.59000000e+02 1.00000000e+00 1.14241737e+00 6.00214877e-02 5.83838303e-04
6.59000000e+02 2.00000000e+00 1.49218470e+00 1.94304545e-01 1.26846419e-03
